"appid","name","developer","description","release_date","screenshot_url_1","screenshot_url_2","screenshot_url_3","screenshot_url_4","image_url","header_image_url","initial_price","final_price","discount_percent","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","is_vr","is_free","is_multiplayer","created","last_modified","url","alt_image_url"
"489830","The Elder Scrolls V: Skyrim Special Edition","Bethesda Game Studios","Winner of more than 200 Game of the Year Awards, Skyrim Special Edition brings the epic fantasy to life in stunning detail. The Special Edition includes the critically acclaimed game and add-ons with all-new features like remastered art and effects, volumetric god rays, dynamic depth of field, screen-space reflections, and more.","2016-10-27","https://cdn.akamai.steamstatic.com/steam/apps/489830/ss_73c1a0bb7e1720c8a1847186c3ddd837d3ca7a8d.600x338.jpg?t=1590515887","https://cdn.akamai.steamstatic.com/steam/apps/489830/ss_d64b646612ab1402bdda8e400672aa0dbcb352ea.600x338.jpg?t=1590515887","https://cdn.akamai.steamstatic.com/steam/apps/489830/ss_b6bb6f79278505b3f48567f08c21f7a0eb171c68.600x338.jpg?t=1590515887","https://cdn.akamai.steamstatic.com/steam/apps/489830/ss_921ccea650df936a0b14ebd5dd4ecc73c1d2a12d.600x338.jpg?t=1590515887","https://steamcdn-a.akamaihd.net/steam/apps/489830/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/489830/capsule_616x353.jpg","3999","3999","0","Open World","RPG","Adventure","Singleplayer","Fantasy","Character Customization","0","0",NULL,"2021-03-11 16:04:46","2021-03-11 17:41:42","https://store.steampowered.com/app/489830","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/776b55b5ec8eda392aec950f51b2e1ec.png"
"236390","War Thunder","Gaijin Entertainment","War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft from World War II and the Cold War. Join now and take part in major battles on land, in the air, and at sea, fighting with millions of players from all over the world in an ever-evolving...","2013-08-15","https://cdn.akamai.steamstatic.com/steam/apps/236390/ss_979529bc97de6add045f5984c8dbf9d4d80d0061.600x338.jpg?t=1615376948","https://cdn.akamai.steamstatic.com/steam/apps/236390/ss_c7ce570c838d85139ef4f863ab0f6148e66c3577.600x338.jpg?t=1615376948","https://cdn.akamai.steamstatic.com/steam/apps/236390/ss_28d3e2b67dd2d442ff2cf5a82fd91cd54ee8cd73.600x338.jpg?t=1615376948","https://cdn.akamai.steamstatic.com/steam/apps/236390/ss_8c22f8f02cd591c182decfff7b10ce690f30c052.600x338.jpg?t=1615376948","https://steamcdn-a.akamaihd.net/steam/apps/236390/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/236390/capsule_616x353.jpg","-1","0","-1","Free to Play","World War II","Multiplayer","Simulation","War","Flight","0","1",NULL,"2021-03-11 16:03:42","2021-03-11 17:41:46","https://store.steampowered.com/app/236390","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/53e9395cbdea2c88641cd83a2e364bb9.png"
"8930","Sid Meier's Civilization® V","Firaxis Games","Create, discover, and download new player-created maps, scenarios, interfaces, and more!","2010-09-21","https://cdn.akamai.steamstatic.com/steam/apps/8930/ss_7082faf1b0941ddbc4ba9dab5807a9b5e77d72f9.600x338.jpg?t=1579731804","https://cdn.akamai.steamstatic.com/steam/apps/8930/ss_e6f9ef54f06ffebc9445d8b29d8d2054fa3185d4.600x338.jpg?t=1579731804","https://cdn.akamai.steamstatic.com/steam/apps/8930/ss_aa383406a5f2979598b543d8f272d3ac145e357a.600x338.jpg?t=1579731804","https://cdn.akamai.steamstatic.com/steam/apps/8930/ss_84ee7ab3b0148a260359f8d5a78a2ab9033aa695.600x338.jpg?t=1579731804","https://steamcdn-a.akamaihd.net/steam/apps/8930/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/8930/capsule_616x353.jpg","2999","2999","0","Turn-Based Strategy","Strategy","Turn-Based","Multiplayer","Historical","4X","0","0",NULL,"2021-03-11 16:03:13","2021-03-11 17:41:49","https://store.steampowered.com/app/8930","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/4c8cb9b614bd99032d01aa6d93f174a0.png"
"493520","GTFO","10 Chambers","GTFO is a hardcore 4 player cooperative first-person shooter, with a focus on team play and atmosphere. It features edge-of-your-seat suspense, team-based puzzle-solving and high-intensity combat.","2019-12-09","https://cdn.akamai.steamstatic.com/steam/apps/493520/ss_68d22dbe4d20d79630ff5f7f7c3679b880200a0c.600x338.jpg?t=1615389836","https://cdn.akamai.steamstatic.com/steam/apps/493520/ss_211c43f83371d888aaf7c605f051e9c4e2fb598b.600x338.jpg?t=1615389836","https://cdn.akamai.steamstatic.com/steam/apps/493520/ss_1a5c86b7982d28f92bb178942df01567ed3c582a.600x338.jpg?t=1615389836","https://cdn.akamai.steamstatic.com/steam/apps/493520/ss_aace6a93a081e9a2a8043bdec7d5099d0cbe4204.600x338.jpg?t=1615389836","https://steamcdn-a.akamaihd.net/steam/apps/493520/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/493520/capsule_616x353.jpg","3499","3499","0","Early Access","Online Co-Op","Horror","Multiplayer","Action","FPS","0","0",NULL,"2021-03-11 16:04:48","2021-03-11 17:41:51","https://store.steampowered.com/app/493520","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/08026ca969f7fb6f2229dea34eeee65f.png"
"220200","Kerbal Space Program","Squad","In Kerbal Space Program, take charge of the space program for the alien race known as the Kerbals. You have access to an array of parts to assemble fully-functional spacecraft that flies (or doesn’t) based on realistic aerodynamic and orbital physics.","2015-04-27","https://cdn.akamai.steamstatic.com/steam/apps/220200/ss_44f586b0c58ed455c309efd87ce15f46e072242b.600x338.jpg?t=1604087386","https://cdn.akamai.steamstatic.com/steam/apps/220200/ss_d393792997ca01960a6843a5f6eb381895866662.600x338.jpg?t=1604087386","https://cdn.akamai.steamstatic.com/steam/apps/220200/ss_25cce0f89404bb3ddc4028644a040784082b0763.600x338.jpg?t=1604087386","https://cdn.akamai.steamstatic.com/steam/apps/220200/ss_dcfe84a90aba509e459d1e7d119aa7d365faf34a.600x338.jpg?t=1604087386","https://steamcdn-a.akamaihd.net/steam/apps/220200/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/220200/capsule_616x353.jpg","3999","3999","0","Space","Simulation","Sandbox","Physics","Science","Space Sim","0","0",NULL,"2021-03-11 16:03:28","2021-03-11 17:41:55","https://store.steampowered.com/app/220200","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/63f9d29fecccf60145e2ad4ea65507ba.png"
"526870","Satisfactory","Coffee Stain Studios","Satisfactory is a first-person open-world factory building game with a dash of exploration and combat. Play alone or with friends, explore an alien planet, create multi-story factories, and enter conveyor belt heaven!","2020-06-08","https://cdn.akamai.steamstatic.com/steam/apps/526870/ss_82146a9623d49f38747e83223245c91a4cb71f32.600x338.jpg?t=1614241003","https://cdn.akamai.steamstatic.com/steam/apps/526870/ss_dcb79211f2f9bac1e6a2d85aad132fc3ae909001.600x338.jpg?t=1614241003","https://cdn.akamai.steamstatic.com/steam/apps/526870/ss_969cc0ee250048267ba4cbd6187dbeb93cfd285b.600x338.jpg?t=1614241003","https://cdn.akamai.steamstatic.com/steam/apps/526870/ss_92d091111a80bc96dca9a7d0afaa5ae51450bee9.600x338.jpg?t=1614241003","https://steamcdn-a.akamaihd.net/steam/apps/526870/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/526870/capsule_616x353.jpg","2999","2999","0","Base Building","Automation","Crafting","Open World","Multiplayer","Co-op","0","0",NULL,"2021-03-11 16:04:51","2021-03-11 17:41:57","https://store.steampowered.com/app/526870","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/aa4e319d28b0e5f982bcc2fdc940deb8.png"
"546560","Half-Life: Alyx","Valve","Half-Life: Alyx is Valve’s VR return to the Half-Life series. It’s the story of an impossible fight against a vicious alien race known as the Combine, set between the events of Half-Life and Half-Life 2. Playing as Alyx Vance, you are humanity’s only chance for survival.","2020-03-23","https://cdn.akamai.steamstatic.com/steam/apps/546560/ss_d61365e93f20ceb5a94a1e5b2811cf504cbfa303.600x338.jpg?t=1605207546","https://cdn.akamai.steamstatic.com/steam/apps/546560/ss_fe7066404a704aa20f7c6f251facb7aef2606bda.600x338.jpg?t=1605207546","https://cdn.akamai.steamstatic.com/steam/apps/546560/ss_6868ae1644628f857e7df4b72a00fdf506f79c7f.600x338.jpg?t=1605207546","https://cdn.akamai.steamstatic.com/steam/apps/546560/ss_4236773ab28112613bd7d4c6282331c861bc222a.600x338.jpg?t=1605207546","https://steamcdn-a.akamaihd.net/steam/apps/546560/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/546560/capsule_616x353.jpg","5999","5999","0","VR","FPS","Story Rich","Horror","Shooter","Female Protagonist","0","0",NULL,"2021-03-11 16:04:54","2021-03-11 17:42:00","https://store.steampowered.com/app/546560","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/0913fd7026efd0d37d8b25df2d1adab3.png"
"552500","Warhammer: Vermintide 2","Fatshark","The critically acclaimed Vermintide 2 is a visually stunning and groundbreaking melee action game pushing the boundaries of the first person co-op genre. Join the fight now!","2018-03-08","https://cdn.akamai.steamstatic.com/steam/apps/552500/ss_82f6e4be1711f1fcd5e6c15687df03a9d96d8f32.600x338.jpg?t=1605801170","https://cdn.akamai.steamstatic.com/steam/apps/552500/ss_70bcfe361ea570b0617f0bf0d2604124f9a263e5.600x338.jpg?t=1605801170","https://cdn.akamai.steamstatic.com/steam/apps/552500/ss_4362d3bdded6bd2e6aaac773753c29cb7f60be3b.600x338.jpg?t=1605801170","https://cdn.akamai.steamstatic.com/steam/apps/552500/ss_a82e096cfe8e6b87fc194cd320731cfbb49ac8a8.600x338.jpg?t=1605801170","https://steamcdn-a.akamaihd.net/steam/apps/552500/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/552500/capsule_616x353.jpg","2999","749","75","Co-op","First-Person","Hack and Slash","Online Co-Op","Multiplayer","Gore","0","0",NULL,"2021-03-11 16:04:57","2021-03-11 17:42:04","https://store.steampowered.com/app/552500","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/f914d0cdf0233e2914cd6fcaec2e700e.png"
"578080","PLAYERUNKNOWN'S BATTLEGROUNDS","KRAFTON, Inc.","PLAYERUNKNOWN'S BATTLEGROUNDS is a battle royale shooter that pits 100 players against each other in a struggle for survival. Gather supplies and outwit your opponents to become the last person standing.","2017-12-21","https://cdn.akamai.steamstatic.com/steam/apps/578080/ss_606cee13e97530720c678513cb1138ef9854d7d5.600x338.jpg?t=1608093288","https://cdn.akamai.steamstatic.com/steam/apps/578080/ss_4454f310776c626a76baeca2d05fd82bd17c6ee0.600x338.jpg?t=1608093288","https://cdn.akamai.steamstatic.com/steam/apps/578080/ss_e34bcd20c7e3f5244c17b5af5d192b2149e11d33.600x338.jpg?t=1608093288","https://cdn.akamai.steamstatic.com/steam/apps/578080/ss_0985fff929498a15793fc3df766607fb54bf5338.600x338.jpg?t=1608093288","https://steamcdn-a.akamaihd.net/steam/apps/578080/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/578080/capsule_616x353.jpg","2999","2999","0","Survival","Shooter","Multiplayer","Battle Royale","FPS","PvP","0","0",NULL,"2021-03-11 16:05:00","2021-03-11 17:42:07","https://store.steampowered.com/app/578080","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/13816ba0dd3a36209cbc3cfef265dc7c.png"
"594570","Total War: WARHAMMER II","CREATIVE ASSEMBLY","Strategy gaming perfected. A breath-taking campaign of exploration, expansion and conquest across a fantasy world. Turn-based civilisation management and real-time epic strategy battles with thousands of troops and monsters at your command.","2017-09-28","https://cdn.akamai.steamstatic.com/steam/apps/594570/ss_25005f9028374d9e65149cea78be864968c0a1dc.600x338.jpg?t=1607079096","https://cdn.akamai.steamstatic.com/steam/apps/594570/ss_48c4d7b7c0ae11978b6f29fe58c3006802ee9651.600x338.jpg?t=1607079096","https://cdn.akamai.steamstatic.com/steam/apps/594570/ss_bc3c20d9ff976a7c21896176b8a6a024b4314162.600x338.jpg?t=1607079096","https://cdn.akamai.steamstatic.com/steam/apps/594570/ss_3e3316d3846e2c3b4ce352291200a457f9317471.600x338.jpg?t=1607079096","https://steamcdn-a.akamaihd.net/steam/apps/594570/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/594570/capsule_616x353.jpg","5999","5999","0","Strategy","Fantasy","Turn-Based Strategy","RTS","Grand Strategy","War","0","0",NULL,"2021-03-11 16:05:03","2021-03-11 17:42:10","https://store.steampowered.com/app/594570","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/e1e5887067c9d77ee29318793ff38a28.png"
"641990","The Escapists 2","Team17","Craft, Steal, Brawl and Escape! It’s time to bust out of the toughest prisons in the world as you return to the life of an inmate in The Escapists 2, now with multiplayer! Have you got what it takes to escape?","2017-08-21","https://cdn.akamai.steamstatic.com/steam/apps/641990/ss_4c06641e551c04e72abb54d3c190233ff02c05ca.600x338.jpg?t=1608813559","https://cdn.akamai.steamstatic.com/steam/apps/641990/ss_75c9e0c479c4fb6cc2a40686685ed26d0488f332.600x338.jpg?t=1608813559","https://cdn.akamai.steamstatic.com/steam/apps/641990/ss_2bb6149a553bbc28c85a624f7628f18fb1573860.600x338.jpg?t=1608813559","https://cdn.akamai.steamstatic.com/steam/apps/641990/ss_797e85fff36b0c2f5da3caa5028132ab52f3c97c.600x338.jpg?t=1608813559","https://steamcdn-a.akamaihd.net/steam/apps/641990/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/641990/capsule_616x353.jpg","1999","1999","0","Multiplayer","Strategy","Pixel Graphics","Online Co-Op","Co-op","2D","0","0",NULL,"2021-03-11 16:05:06","2021-03-11 17:42:12","https://store.steampowered.com/app/641990","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/f42b6fceaaa66d575f804f7053fa5cc9.png"
"674940","Stick Fight: The Game","Landfall West","Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.","2017-09-28","https://cdn.akamai.steamstatic.com/steam/apps/674940/ss_890d28277bc419dad54157059735513ccc1cfaa7.600x338.jpg?t=1614609401","https://cdn.akamai.steamstatic.com/steam/apps/674940/ss_6f4e51e6b1390acc89741b7d2d6e6dc50dbacf76.600x338.jpg?t=1614609401","https://cdn.akamai.steamstatic.com/steam/apps/674940/ss_22d090efb57d6f42187c7f8eb193713112237b8e.600x338.jpg?t=1614609401","https://cdn.akamai.steamstatic.com/steam/apps/674940/ss_80e2f0797564ab5949f0c13df9a57988dc81c8cf.600x338.jpg?t=1614609401","https://steamcdn-a.akamaihd.net/steam/apps/674940/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/674940/capsule_616x353.jpg","499","499","0","Multiplayer","Funny","Fighting","Action","Local Multiplayer","2D Fighter","0","0",NULL,"2021-03-11 16:05:09","2021-03-11 17:42:15","https://store.steampowered.com/app/674940","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/004acbc8eefec9fe0629b15f52b94bcf.png"
"704270","Generation Zero®","Systemic Reaction™","Welcome to 1980’s Sweden. The local population has disappeared, and hostile machines roam the streets. Explore the atmospheric open world as you attempt to survive and prepare to strike back. Play alone or together with up to 3 friends, as you discover ways to defeat the invaders.","2019-03-26","https://cdn.akamai.steamstatic.com/steam/apps/704270/ss_d52b212d51c3324c1366765f8fd573495d6d7cd3.600x338.jpg?t=1608195682","https://cdn.akamai.steamstatic.com/steam/apps/704270/ss_2f3ae2b3259ac21858fc0230c7f3ef9fa891a3dd.600x338.jpg?t=1608195682","https://cdn.akamai.steamstatic.com/steam/apps/704270/ss_ca4404758a497d7a23af3e141b82143d9bf9bb49.600x338.jpg?t=1608195682","https://cdn.akamai.steamstatic.com/steam/apps/704270/ss_c9e7bd6f8703f10be31bf23b1258b630c916224e.600x338.jpg?t=1608195682","https://steamcdn-a.akamaihd.net/steam/apps/704270/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/704270/capsule_616x353.jpg","2499","2499","0","Adventure","Action","Open World","Survival","Co-op","Multiplayer","0","0",NULL,"2021-03-11 16:05:12","2021-03-11 17:42:17","https://store.steampowered.com/app/704270","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/928aba88f19ec12d7ef6b85c7082e7d1.png"
"719040","Wasteland 3","inXile Entertainment","Following the critically acclaimed 2014 Game of the Year winner Wasteland 2, the RPG series that pioneered the post-apocalyptic genre in video games returns with Wasteland 3.","2020-08-27","https://cdn.akamai.steamstatic.com/steam/apps/719040/ss_d1bb87eaea446d6d7d9ff82aa1592e2284939b9b.600x338.jpg?t=1608241131","https://cdn.akamai.steamstatic.com/steam/apps/719040/ss_66187a458c186a5ac8e286c03c680c170793844b.600x338.jpg?t=1608241131","https://cdn.akamai.steamstatic.com/steam/apps/719040/ss_c19df4114abddee31e35fb778918f2a2970f9be4.600x338.jpg?t=1608241131","https://cdn.akamai.steamstatic.com/steam/apps/719040/ss_bbdb56acc36497bbbb54ca34d98e8e4903f30ab9.600x338.jpg?t=1608241131","https://steamcdn-a.akamaihd.net/steam/apps/719040/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/719040/capsule_616x353.jpg","5999","5999","0","RPG","Strategy","Turn-Based Combat","Post-apocalyptic","Co-op","CRPG","0","0",NULL,"2021-03-11 16:05:15","2021-03-11 17:42:20","https://store.steampowered.com/app/719040","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/c2310cefc10b5b264104c31fc3f91895.png"
"728880","Overcooked! 2","Ghost Town Games Ltd.","Overcooked returns with a brand-new helping of chaotic cooking action! Journey back to the Onion Kingdom and assemble your team of chefs in classic couch co-op or online play for up to four players. Hold onto your aprons… it’s time to save the world again!","2018-08-07","https://cdn.akamai.steamstatic.com/steam/apps/728880/ss_2f84a12e1fe82cca37848bf29d4b8b16e83db03b.600x338.jpg?t=1608812250","https://cdn.akamai.steamstatic.com/steam/apps/728880/ss_7f290dccbdc3c0eb9ded951717bceba5d7455764.600x338.jpg?t=1608812250","https://cdn.akamai.steamstatic.com/steam/apps/728880/ss_652d62549a8a5fdf4f0061e20b16a3cd9a19dc45.600x338.jpg?t=1608812250","https://cdn.akamai.steamstatic.com/steam/apps/728880/ss_773917e64738bc879685cff49b8ac6eb4f15ab93.600x338.jpg?t=1608812250","https://steamcdn-a.akamaihd.net/steam/apps/728880/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/728880/capsule_616x353.jpg","2499","2499","0","Multiplayer","Online Co-Op","Local Co-Op","Casual","Co-op","Funny","0","0",NULL,"2021-03-11 16:05:18","2021-03-11 17:42:23","https://store.steampowered.com/app/728880","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/09599eca6365482e35b4c94bbb26ce82.png"
"238960","Path of Exile","Grinding Gear Games","You are an Exile, struggling to survive on the dark continent of Wraeclast, as you fight to earn power that will allow you to exact your revenge against those who wronged you. Created by hardcore gamers, Path of Exile is an online Action RPG set in a dark fantasy world.","2013-10-23","https://cdn.akamai.steamstatic.com/steam/apps/238960/ss_fc1b084dcca227e3aa25c1840139d89f83991246.600x338.jpg?t=1610659970","https://cdn.akamai.steamstatic.com/steam/apps/238960/ss_4751825b253911dad7609350fc32406d8ac18010.600x338.jpg?t=1610659970","https://cdn.akamai.steamstatic.com/steam/apps/238960/ss_40fa77890c74dd962fd665fa17440cc87003456e.600x338.jpg?t=1610659970","https://cdn.akamai.steamstatic.com/steam/apps/238960/ss_8fba061cdefb4dcae3b6798959332b3a10315950.600x338.jpg?t=1610659970","https://steamcdn-a.akamaihd.net/steam/apps/238960/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/238960/capsule_616x353.jpg","-1","0","-1","Free to Play","Action RPG","Hack and Slash","RPG","Multiplayer","Massively Multiplayer","0","1",NULL,"2021-03-11 16:03:45","2021-03-11 17:42:26","https://store.steampowered.com/app/238960","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/b18f9c54e6efde8a08b8b478b0806587.png"
"738520","Breathedge","RedRuins Softworks","Survive in outer space! Together with your immortal chicken, discover the truth behind your sudden spaceship crash. Craft tools, pilot vehicles, and even control space stations to survive and explore the wreckage.","2021-02-25","https://cdn.akamai.steamstatic.com/steam/apps/738520/ss_be835729e27b73bdd38394c3aed1b4e1faa5258a.600x338.jpg?t=1614877109","https://cdn.akamai.steamstatic.com/steam/apps/738520/ss_e81cfce7684ed47116e7b38acb950cd2dfc50cb7.600x338.jpg?t=1614877109","https://cdn.akamai.steamstatic.com/steam/apps/738520/ss_d37ef9a75a94e7b3212698d2ca2d562d29809e10.600x338.jpg?t=1614877109","https://cdn.akamai.steamstatic.com/steam/apps/738520/ss_61161823f629462c8c11a0d20359b800095f9288.600x338.jpg?t=1614877109","https://steamcdn-a.akamaihd.net/steam/apps/738520/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/738520/capsule_616x353.jpg","2499","2499","0","Open World Survival Craft","Space","Indie","Singleplayer","Sandbox","Survival","0","0",NULL,"2021-03-11 16:05:21","2021-03-11 17:42:29","https://store.steampowered.com/app/738520","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/82f0f63f680b8d72892d2dee196402a0.png"
"620","Portal 2","Valve","The &quot;Perpetual Testing Initiative&quot; has been expanded to allow you to design co-op puzzles for you and your friends!","2011-04-18","https://cdn.akamai.steamstatic.com/steam/apps/620/ss_f3f6787d74739d3b2ec8a484b5c994b3d31ef325.600x338.jpg?t=1610490805","https://cdn.akamai.steamstatic.com/steam/apps/620/ss_6a4f5afdaa98402de9cf0b59fed27bab3256a6f4.600x338.jpg?t=1610490805","https://cdn.akamai.steamstatic.com/steam/apps/620/ss_0cdd90fafc160b52d08b303d205f9fd4e83cf164.600x338.jpg?t=1610490805","https://cdn.akamai.steamstatic.com/steam/apps/620/ss_ec35a739b4b33270eb170d9e561c5b016cba50a6.600x338.jpg?t=1610490805","https://steamcdn-a.akamaihd.net/steam/apps/620/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/620/capsule_616x353.jpg","999","999","0","Platformer","Dark Humor","Puzzle Platformer","Puzzle","First-Person","Story Rich","0","0",NULL,"2021-03-11 16:02:59","2021-03-11 17:42:32","https://store.steampowered.com/app/620","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/e1508a958e7df0833ae54777d6475b9e.png"
"760060","Mutant Year Zero: Road to Eden","The Bearded Ladies","A tactical game combining the turn-based combat of XCOM with story, exploration, stealth, and strategy. Take control of a team of Mutants navigating a post-human Earth. Created by a team including former HITMAN leads and the designer of PAYDAY.","2018-12-04","https://cdn.akamai.steamstatic.com/steam/apps/760060/ss_cc3ae0dc48d7f9294eadadd2ffd96a8284455e7a.600x338.jpg?t=1592476597","https://cdn.akamai.steamstatic.com/steam/apps/760060/ss_455ca83e8708581231fe8c7c8861aa47547f50db.600x338.jpg?t=1592476597","https://cdn.akamai.steamstatic.com/steam/apps/760060/ss_3e897582becb70f80afa568fe85004ba4e507caa.600x338.jpg?t=1592476597","https://cdn.akamai.steamstatic.com/steam/apps/760060/ss_1c499d1996b390e2d6e5a95d1b73f54e3fd9ec1e.600x338.jpg?t=1592476597","https://steamcdn-a.akamaihd.net/steam/apps/760060/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/760060/capsule_616x353.jpg","3499","3499","0","Strategy","RPG","Post-apocalyptic","Turn-Based Combat","Tactical","Turn-Based Tactics","0","0",NULL,"2021-03-11 16:05:24","2021-03-11 17:42:34","https://store.steampowered.com/app/760060","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/7e01177afc0c2b2b42e6503e8e4638ba.png"
"251570","7 Days to Die","The Fun Pimps","7 Days to Die is an open-world game that is a unique combination of first person shooter, survival horror, tower defense, and role-playing games. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!","2013-12-13","https://cdn.akamai.steamstatic.com/steam/apps/251570/ss_66ab2c612cb28b4b61974bcb3380a69274c4c127.600x338.jpg?t=1614101602","https://cdn.akamai.steamstatic.com/steam/apps/251570/ss_573fbb7a06c0b269de2c1e562b0129412f42792f.600x338.jpg?t=1614101602","https://cdn.akamai.steamstatic.com/steam/apps/251570/ss_cb37f3a4226d16fbb0e4681605ef592acba3077f.600x338.jpg?t=1614101602","https://cdn.akamai.steamstatic.com/steam/apps/251570/ss_fab3d39d4fdcab63df04a5e7bb69b5c0f81a0896.600x338.jpg?t=1614101602","https://steamcdn-a.akamaihd.net/steam/apps/251570/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/251570/capsule_616x353.jpg","2499","2499","0","Survival","Zombies","Voxel","Open World","Post-apocalyptic","Open World Survival Craft","0","0",NULL,"2021-03-11 16:03:47","2021-03-11 17:42:37","https://store.steampowered.com/app/251570","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/abd5132d89eedb03a36a7689a8545e9c.png"
"779340","Total War: THREE KINGDOMS","CREATIVE ASSEMBLY","Total War: THREE KINGDOMS is the first in the award-winning series to recreate epic conflict across ancient China. Combining a gripping turn-based campaign of empire-building &amp; conquest with stunning real-time battles, THREE KINGDOMS redefines the series in an age of heroes &amp; legends.","2019-05-23","https://cdn.akamai.steamstatic.com/steam/apps/779340/ss_b367c99f566ecfc3def17673e9015c80e7e3a8d3.600x338.jpg?t=1614265786","https://cdn.akamai.steamstatic.com/steam/apps/779340/ss_fe3108d8affd7a9f7e72959602e49cb5fa105910.600x338.jpg?t=1614265786","https://cdn.akamai.steamstatic.com/steam/apps/779340/ss_16346541350f29271399420bffda0da34c8d5ea1.600x338.jpg?t=1614265786","https://cdn.akamai.steamstatic.com/steam/apps/779340/ss_82b431d0e99eff54583fb4abe17bf805d1fa1a03.600x338.jpg?t=1614265786","https://steamcdn-a.akamaihd.net/steam/apps/779340/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/779340/capsule_616x353.jpg","5999","5999","0","Strategy","Historical","War","Turn-Based Strategy","Grand Strategy","RTS","0","0",NULL,"2021-03-11 16:05:27","2021-03-11 17:42:40","https://store.steampowered.com/app/779340","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/09eb565483a13a99817110703e4abaa5.png"
"787860","Farming Simulator 19","Giants Software","The best-selling franchise takes a giant leap forward with a complete overhaul of the graphics engine, offering the most striking and immersive visuals and effects, along with the deepest and most complete farming experience ever.","2018-11-19","https://cdn.akamai.steamstatic.com/steam/apps/787860/ss_76263e9a07621e454477c3ec715709fd06062c93.600x338.jpg?t=1615294940","https://cdn.akamai.steamstatic.com/steam/apps/787860/ss_fa32d926d8115d648588ffa8da2b5f61053b7b10.600x338.jpg?t=1615294940","https://cdn.akamai.steamstatic.com/steam/apps/787860/ss_81606c80db5fec103f5f88b24cc2e6832a1bc158.600x338.jpg?t=1615294940","https://cdn.akamai.steamstatic.com/steam/apps/787860/ss_409aca7beb98362696c7905a191fb39819c9e9c6.600x338.jpg?t=1615294940","https://steamcdn-a.akamaihd.net/steam/apps/787860/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/787860/capsule_616x353.jpg","1999","1999","0","Simulation","Farming Sim","Multiplayer","Agriculture","Realistic","Open World","0","0",NULL,"2021-03-11 16:05:30","2021-03-11 17:42:43","https://store.steampowered.com/app/787860","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/6b58db2d12e3e2bf6ea5ce884adef573.png"
